a2_x_mean,a2_y_mean,a2_z_mean,a2_xf_mean,a2_yf_mean,a2_zf_mean,a2_x_max,a2_y_max,a2_z_max,a2_xf_max,a2_yf_max,a2_zf_max,a2_x_min,a2_y_min,a2_z_min,a2_xf_min,a2_yf_min,a2_zf_min,a2_x_range,a2_y_range,a2_z_range,a2_xf_range,a2_yf_range,a2_zf_range
0.11459044266401644,0.023329180340474882,0.250710287137805,0.0016600941237019135,0.0018011564968738842,0.0016204758421171609,8.687974773443925,9.228967082402807,11.813928722294136,0.3124190589491027,0.08758339058678469,0.07102206455570106,-10.004077081424,-8.647843174228079,-10.20780965115377,6.506384186812986e-07,2.3261016095739227e-06,3.520223190157819e-06,18.692051854867927,17.876810256630886,22.021738373447906,0.312418408310684,0.08758106448517511,0.07101854433251091
-0.17898554599545444,0.024936452835012658,0.1940611578710573,0.0019823874169215363,0.002687369861608073,0.0016115821368075146,8.310357564254696,8.748407666902141,8.924198347497997,0.017958030864339357,0.04244456576740275,0.025433416246286488,-9.43765126764016,-7.975059992526684,-11.104622526090653,2.1954619057439014e-06,7.651849909332899e-06,9.406472895791385e-06,17.748008831894857,16.723467659428824,20.02882087358865,0.017955835402433614,0.042436913917493414,0.025424009773390696
-0.12184192337675391,0.036149152890892704,0.18388085961503103,0.0015057331064651403,0.0017334513312891506,0.0012191403282478454,9.632017796417,10.190085913404904,7.927739597567782,0.01247058921433337,0.014712407639153656,0.011564684701616076,-12.080971731965132,-8.45561940802773,-11.204268401083594,3.2327218431007073e-06,9.620488795368719e-06,1.0353436345553698e-05,21.71298952838213,18.645705321432633,19.132007998651375,0.012467356492490268,0.014702787150358287,0.011554331265270524
-0.11957367562718234,0.030837981789412564,0.20069899104158803,0.0013390510924316504,0.0010785423415948753,0.0011492873775223718,7.649527448173544,7.883400719000773,7.828093722574841,0.01536882192653815,0.013449234409135013,0.009459267544267244,-10.004077081424,-7.782836226326336,-11.104622526090653,5.598664902074519e-06,3.0948325870025006e-06,2.68684226003812e-06,17.653604529597544,15.666236945327109,18.932716248665493,0.015363223261636074,0.01344613957654801,0.009456580702007207
-0.08079884012012371,0.034041802500427806,0.20654733453774834,0.001373754909646609,0.0006792361816370707,0.0013345404603078152,9.25440058722777,9.70952649790385,9.223135972476438,0.010306386929502859,0.0064315041729446605,0.010903860609070509,-11.325737313586671,-8.840066940428041,-7.81630865132274,1.5058752110403052e-06,1.662585356576362e-06,1.3505914302051445e-06,20.580137900814442,18.54959343833189,17.039444623799177,0.01030488105429182,0.0064298415875880845,0.010902510017640303
0.3805139015872996,0.049622457302766494,0.2668230405001058,0.0016892090623927016,0.000679849220792536,0.001326748358180045,14.44663721358003,19.03237915861998,9.621719472448603,0.0107577324535437,0.004511949590761109,0.007677374319357642,-10.948120104397448,-9.801185771430143,-10.606393151125936,4.952174102961795e-06,1.055236147732208e-06,3.202097406003071e-06,25.39475731797748,28.833564930050123,20.22811262357454,0.010752780279440738,0.0045108943546133765,0.007674172221951638
0.40027172547280787,0.06223149883532028,0.24951077484429512,0.001400441776567192,0.0007655607863419683,0.0012797680101267006,11.708912446957754,18.74404350931966,11.415345222322362,0.01086047860655986,0.004295513613588553,0.00720465421843027,-9.720864174532457,-11.723423433433204,-10.20780965115377,3.0067447246207574e-06,1.701928163576952e-06,1.267324886913835e-06,21.429776621490213,30.467466942752864,21.623154873476132,0.010857471861835239,0.004293811685424976,0.0072033868935433565
0.35393161465469225,0.03291354047599641,0.2009790580956369,0.0008273424922313083,0.0005781949769461735,0.0012953951314718572,9.348804889525075,10.190085913404904,8.625260722518782,0.003929319828457415,0.0027021364485787518,0.006546411346889469,-9.248842663045544,-9.705073888329776,-7.11878752637174,2.8569617101486286e-06,8.830494060322579e-07,1.5518855698553614e-06,18.59764755257062,19.89515980173468,15.744048248890522,0.003926462866747266,0.0027012533991727194,0.006544859461319614
0.3301034030920888,0.005179352796989267,0.28930632542640183,0.000588422368759019,0.00050837034361271,0.00130184764232992,10.104039307903536,9.80563838100384,11.714282847301194,0.0033161836571099185,0.0022577835005284565,0.005935936082184948,-9.248842663045544,-11.531199667232856,-9.211350901224336,2.6367517460066983e-06,1.555448662419199e-07,4.515387950511051e-06,19.352881970949078,21.336838048236697,20.925633748525527,0.0033135469053639116,0.0022576279556622146,0.005931420694234437
0.3390150854156073,0.01637918682726303,0.2474498997985462,0.0004968066216925861,0.00046806030901661537,0.001160102804423972,14.25782860898542,19.897386106521346,13.6075544721679,0.0023728243627611652,0.0019325312702548534,0.005133625218201403,-9.720864174532457,-14.222332394037682,-14.293290525866006,4.4357217348983395e-07,3.709433805030153e-07,8.158582722026992e-06,23.97869278351788,34.11971850055903,27.900844998033904,0.0023723807905876755,0.0019321603268743503,0.005125466635479376
